beneficiary_id,state,sector,gender,age_band,employment_category
BEN-014580,Katsina,Agriculture,Male,50+,Self-Employed
BEN-014581,Oyo,Retail Trade,Male,36-50,Self-Employed
BEN-014582,Enugu,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-014583,Kaduna,Healthcare,Female,26-35,Micro-Enterprise
BEN-014584,Enugu,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-014585,FCT,Healthcare,Female,26-35,Self-Employed
BEN-014586,Enugu,Tech & Services,Female,36-50,Formal Sector
BEN-014587,FCT,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014588,Katsina,Agriculture,Female,26-35,Micro-Enterprise
BEN-014589,Kano,Light Manufacturing,Female,36-50,Micro-Enterprise
BEN-014590,Rivers,Light Manufacturing,Male,26-35,Self-Employed
BEN-014591,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-014592,Bauchi,Retail Trade,Female,26-35,Formal Sector
BEN-014593,FCT,Tech & Services,Female,36-50,Micro-Enterprise
BEN-014594,Katsina,Agriculture,Female,26-35,Self-Employed
BEN-014595,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-014596,Kano,Healthcare,Male,26-35,Self-Employed
BEN-014597,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-014598,Bauchi,Healthcare,Male,50+,Self-Employed
BEN-014599,Nasarawa,Agriculture,Female,26-35,Micro-Enterprise
BEN-014600,FCT,Agriculture,Male,36-50,Self-Employed
BEN-014601,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-014602,Lagos,Retail Trade,Female,26-35,Self-Employed
BEN-014603,Kaduna,Healthcare,Female,26-35,Formal Sector
BEN-014604,Kano,Agriculture,Female,36-50,Micro-Enterprise
BEN-014605,Enugu,Healthcare,Female,26-35,Self-Employed
BEN-014606,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-014607,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014608,Kaduna,Tech & Services,Female,18-25,Micro-Enterprise
BEN-014609,Nasarawa,Agriculture,Female,36-50,Self-Employed
BEN-014610,Rivers,Agriculture,Male,36-50,Self-Employed
BEN-014611,Bauchi,Tech & Services,Male,18-25,Self-Employed
BEN-014612,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-014613,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-014614,Bauchi,Retail Trade,Female,26-35,Self-Employed
BEN-014615,Nasarawa,Healthcare,Female,26-35,Self-Employed
BEN-014616,Lagos,Tech & Services,Male,50+,Micro-Enterprise
BEN-014617,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-014618,Enugu,Retail Trade,Female,18-25,Micro-Enterprise
BEN-014619,Katsina,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-014620,Kano,Agriculture,Male,36-50,Formal Sector
BEN-014621,Kano,Retail Trade,Male,50+,Self-Employed
BEN-014622,Kaduna,Healthcare,Male,36-50,Self-Employed
BEN-014623,FCT,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-014624,Oyo,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014625,Kaduna,Healthcare,Male,18-25,Micro-Enterprise
BEN-014626,Kaduna,Retail Trade,Male,50+,Self-Employed
BEN-014627,Lagos,Healthcare,Female,18-25,Micro-Enterprise
BEN-014628,Kano,Tech & Services,Female,36-50,Self-Employed
BEN-014629,Rivers,Retail Trade,Male,26-35,Self-Employed
BEN-014630,Rivers,Agriculture,Male,26-35,Self-Employed
BEN-014631,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-014632,FCT,Tech & Services,Female,36-50,Micro-Enterprise
BEN-014633,Enugu,Light Manufacturing,Male,18-25,Self-Employed
BEN-014634,Enugu,Agriculture,Male,26-35,Micro-Enterprise
BEN-014635,Kano,Tech & Services,Female,36-50,Self-Employed
BEN-014636,Nasarawa,Light Manufacturing,Male,26-35,Self-Employed
BEN-014637,Nasarawa,Agriculture,Male,50+,Micro-Enterprise
BEN-014638,Rivers,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014639,Bauchi,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014640,Kaduna,Healthcare,Male,36-50,Formal Sector
BEN-014641,Kano,Healthcare,Female,36-50,Micro-Enterprise
BEN-014642,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014643,Rivers,Retail Trade,Male,36-50,Self-Employed
BEN-014644,Oyo,Healthcare,Male,26-35,Formal Sector
BEN-014645,Rivers,Healthcare,Male,18-25,Micro-Enterprise
BEN-014646,Enugu,Healthcare,Female,50+,Formal Sector
BEN-014647,FCT,Tech & Services,Female,50+,Self-Employed
BEN-014648,Katsina,Retail Trade,Male,18-25,Self-Employed
BEN-014649,Nasarawa,Retail Trade,Female,50+,Formal Sector
BEN-014650,Kaduna,Retail Trade,Male,18-25,Formal Sector
BEN-014651,FCT,Agriculture,Female,18-25,Self-Employed
BEN-014652,Enugu,Tech & Services,Male,26-35,Micro-Enterprise
BEN-014653,Kano,Agriculture,Male,36-50,Self-Employed
BEN-014654,Enugu,Healthcare,Male,26-35,Self-Employed
BEN-014655,Kaduna,Healthcare,Female,26-35,Formal Sector
BEN-014656,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-014657,Kaduna,Healthcare,Male,18-25,Micro-Enterprise
BEN-014658,Bauchi,Light Manufacturing,Male,26-35,Self-Employed
BEN-014659,FCT,Healthcare,Female,18-25,Micro-Enterprise
BEN-014660,Kano,Healthcare,Female,50+,Self-Employed
BEN-014661,Enugu,Agriculture,Female,18-25,Micro-Enterprise
BEN-014662,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014663,Kaduna,Healthcare,Male,18-25,Self-Employed
BEN-014664,FCT,Healthcare,Male,18-25,Micro-Enterprise
BEN-014665,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-014666,Lagos,Agriculture,Male,18-25,Micro-Enterprise
BEN-014667,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-014668,Bauchi,Tech & Services,Male,50+,Self-Employed
BEN-014669,Kaduna,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014670,Lagos,Agriculture,Female,26-35,Micro-Enterprise
BEN-014671,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014672,FCT,Healthcare,Male,26-35,Self-Employed
BEN-014673,Lagos,Tech & Services,Male,18-25,Micro-Enterprise
BEN-014674,Lagos,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014675,Lagos,Agriculture,Male,18-25,Self-Employed
BEN-014676,FCT,Agriculture,Male,26-35,Self-Employed
BEN-014677,Kaduna,Retail Trade,Female,26-35,Self-Employed
BEN-014678,FCT,Healthcare,Male,36-50,Formal Sector
BEN-014679,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-014680,Lagos,Light Manufacturing,Female,26-35,Self-Employed
BEN-014681,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-014682,Lagos,Retail Trade,Female,36-50,Self-Employed
BEN-014683,Kano,Agriculture,Female,26-35,Self-Employed
BEN-014684,FCT,Tech & Services,Female,26-35,Self-Employed
BEN-014685,Katsina,Retail Trade,Female,36-50,Micro-Enterprise
BEN-014686,Lagos,Healthcare,Female,36-50,Micro-Enterprise
BEN-014687,Bauchi,Light Manufacturing,Male,36-50,Self-Employed
BEN-014688,Oyo,Retail Trade,Female,50+,Self-Employed
BEN-014689,Oyo,Tech & Services,Male,26-35,Self-Employed
BEN-014690,Lagos,Healthcare,Female,36-50,Micro-Enterprise
BEN-014691,FCT,Light Manufacturing,Female,26-35,Self-Employed
BEN-014692,Enugu,Agriculture,Female,18-25,Self-Employed
BEN-014693,Rivers,Healthcare,Male,26-35,Micro-Enterprise
BEN-014694,Katsina,Light Manufacturing,Female,26-35,Self-Employed
BEN-014695,Kano,Retail Trade,Male,26-35,Micro-Enterprise
BEN-014696,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014697,Kano,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014698,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-014699,Kaduna,Tech & Services,Female,18-25,Self-Employed
BEN-014700,Rivers,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-014701,Katsina,Agriculture,Male,36-50,Micro-Enterprise
BEN-014702,Oyo,Tech & Services,Male,50+,Micro-Enterprise
BEN-014703,FCT,Retail Trade,Female,26-35,Micro-Enterprise
BEN-014704,Katsina,Healthcare,Male,18-25,Self-Employed
BEN-014705,Nasarawa,Tech & Services,Female,26-35,Self-Employed
BEN-014706,Kano,Light Manufacturing,Male,18-25,Self-Employed
BEN-014707,Lagos,Retail Trade,Female,26-35,Self-Employed
BEN-014708,Rivers,Light Manufacturing,Female,26-35,Self-Employed
BEN-014709,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-014710,Kaduna,Agriculture,Male,50+,Self-Employed
BEN-014711,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-014712,FCT,Healthcare,Male,26-35,Self-Employed
BEN-014713,Kano,Agriculture,Male,36-50,Self-Employed
BEN-014714,Enugu,Tech & Services,Male,26-35,Self-Employed
BEN-014715,Kaduna,Light Manufacturing,Male,26-35,Self-Employed
BEN-014716,Lagos,Retail Trade,Male,36-50,Formal Sector
BEN-014717,Rivers,Agriculture,Male,26-35,Micro-Enterprise
BEN-014718,Enugu,Light Manufacturing,Male,36-50,Formal Sector
BEN-014719,Lagos,Tech & Services,Male,26-35,Self-Employed
BEN-014720,Lagos,Retail Trade,Female,50+,Self-Employed
BEN-014721,Lagos,Retail Trade,Female,26-35,Self-Employed
BEN-014722,Rivers,Retail Trade,Female,26-35,Micro-Enterprise
BEN-014723,Kaduna,Healthcare,Female,36-50,Self-Employed
BEN-014724,Lagos,Retail Trade,Male,26-35,Self-Employed
BEN-014725,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-014726,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-014727,Nasarawa,Tech & Services,Male,26-35,Formal Sector
BEN-014728,Katsina,Light Manufacturing,Female,26-35,Self-Employed
BEN-014729,Kaduna,Healthcare,Female,26-35,Micro-Enterprise
BEN-014730,Kano,Light Manufacturing,Male,50+,Self-Employed
BEN-014731,Nasarawa,Agriculture,Male,26-35,Micro-Enterprise
BEN-014732,Rivers,Retail Trade,Female,36-50,Self-Employed
BEN-014733,Katsina,Tech & Services,Female,50+,Self-Employed
BEN-014734,Oyo,Retail Trade,Male,26-35,Self-Employed
BEN-014735,Lagos,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014736,Enugu,Healthcare,Female,26-35,Formal Sector
BEN-014737,Lagos,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014738,Bauchi,Agriculture,Female,50+,Self-Employed
BEN-014739,Kaduna,Agriculture,Male,26-35,Micro-Enterprise
BEN-014740,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014741,Katsina,Retail Trade,Male,18-25,Self-Employed
BEN-014742,Nasarawa,Agriculture,Female,26-35,Self-Employed
BEN-014743,Kaduna,Healthcare,Male,18-25,Micro-Enterprise
BEN-014744,Katsina,Tech & Services,Female,18-25,Self-Employed
BEN-014745,Katsina,Retail Trade,Female,18-25,Formal Sector
BEN-014746,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-014747,Nasarawa,Retail Trade,Male,26-35,Self-Employed
BEN-014748,Lagos,Retail Trade,Female,36-50,Formal Sector
BEN-014749,Kano,Agriculture,Female,26-35,Self-Employed
BEN-014750,Katsina,Healthcare,Female,26-35,Micro-Enterprise
BEN-014751,Oyo,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014752,Lagos,Healthcare,Male,36-50,Formal Sector
BEN-014753,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-014754,Nasarawa,Healthcare,Female,26-35,Self-Employed
BEN-014755,Kano,Light Manufacturing,Male,26-35,Self-Employed
BEN-014756,FCT,Agriculture,Male,36-50,Self-Employed
BEN-014757,FCT,Agriculture,Female,26-35,Formal Sector
BEN-014758,Katsina,Healthcare,Female,26-35,Micro-Enterprise
BEN-014759,Kano,Tech & Services,Male,26-35,Micro-Enterprise
BEN-014760,Kano,Agriculture,Female,18-25,Micro-Enterprise
BEN-014761,Kaduna,Tech & Services,Female,50+,Formal Sector
BEN-014762,Kaduna,Agriculture,Male,50+,Self-Employed
BEN-014763,Kano,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014764,Oyo,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014765,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-014766,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014767,Katsina,Agriculture,Female,36-50,Self-Employed
BEN-014768,Kano,Healthcare,Female,26-35,Micro-Enterprise
BEN-014769,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-014770,FCT,Tech & Services,Male,36-50,Formal Sector
BEN-014771,Bauchi,Tech & Services,Male,18-25,Formal Sector
BEN-014772,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014773,Oyo,Agriculture,Female,18-25,Micro-Enterprise
BEN-014774,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-014775,Kano,Tech & Services,Male,36-50,Formal Sector
BEN-014776,FCT,Healthcare,Female,18-25,Micro-Enterprise
BEN-014777,Rivers,Healthcare,Male,18-25,Self-Employed
BEN-014778,Oyo,Light Manufacturing,Female,26-35,Formal Sector
BEN-014779,Nasarawa,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014780,Kano,Tech & Services,Male,50+,Micro-Enterprise
BEN-014781,Rivers,Healthcare,Female,26-35,Self-Employed
BEN-014782,Kaduna,Agriculture,Male,26-35,Self-Employed
BEN-014783,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014784,Kaduna,Light Manufacturing,Female,36-50,Formal Sector
BEN-014785,Kano,Light Manufacturing,Male,50+,Self-Employed
BEN-014786,Kaduna,Retail Trade,Female,18-25,Self-Employed
BEN-014787,Katsina,Retail Trade,Male,26-35,Self-Employed
BEN-014788,Enugu,Tech & Services,Male,36-50,Formal Sector
BEN-014789,Rivers,Healthcare,Female,36-50,Self-Employed
BEN-014790,Kaduna,Light Manufacturing,Male,18-25,Self-Employed
BEN-014791,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-014792,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-014793,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-014794,Nasarawa,Tech & Services,Female,26-35,Formal Sector
BEN-014795,Kaduna,Tech & Services,Male,26-35,Micro-Enterprise
BEN-014796,Lagos,Light Manufacturing,Male,26-35,Self-Employed
BEN-014797,Kano,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014798,Enugu,Tech & Services,Female,26-35,Self-Employed
BEN-014799,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-014800,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-014801,Kaduna,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-014802,Lagos,Retail Trade,Female,36-50,Self-Employed
BEN-014803,Kano,Tech & Services,Male,50+,Micro-Enterprise
BEN-014804,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-014805,Kaduna,Retail Trade,Female,36-50,Self-Employed
BEN-014806,FCT,Retail Trade,Male,36-50,Micro-Enterprise
BEN-014807,Kano,Tech & Services,Female,18-25,Formal Sector
BEN-014808,Kano,Light Manufacturing,Female,26-35,Self-Employed
BEN-014809,Kano,Healthcare,Male,50+,Formal Sector
BEN-014810,Kaduna,Agriculture,Female,50+,Self-Employed
BEN-014811,Kano,Agriculture,Female,26-35,Self-Employed
BEN-014812,Oyo,Retail Trade,Male,18-25,Self-Employed
BEN-014813,FCT,Agriculture,Male,26-35,Self-Employed
BEN-014814,Lagos,Retail Trade,Male,36-50,Self-Employed
BEN-014815,Rivers,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014816,Lagos,Agriculture,Female,26-35,Self-Employed
BEN-014817,FCT,Agriculture,Male,26-35,Self-Employed
BEN-014818,Lagos,Light Manufacturing,Male,50+,Self-Employed
BEN-014819,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-014820,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014821,Kano,Tech & Services,Male,26-35,Formal Sector
BEN-014822,Kano,Tech & Services,Male,18-25,Self-Employed
BEN-014823,Kano,Retail Trade,Male,36-50,Self-Employed
BEN-014824,Kano,Light Manufacturing,Male,18-25,Self-Employed
BEN-014825,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-014826,Kaduna,Healthcare,Male,26-35,Micro-Enterprise
BEN-014827,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-014828,Kaduna,Light Manufacturing,Male,36-50,Micro-Enterprise
BEN-014829,Oyo,Tech & Services,Female,36-50,Self-Employed
BEN-014830,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-014831,Kaduna,Healthcare,Male,50+,Micro-Enterprise
BEN-014832,FCT,Healthcare,Male,36-50,Self-Employed
BEN-014833,Kano,Retail Trade,Female,36-50,Formal Sector
BEN-014834,FCT,Healthcare,Female,26-35,Micro-Enterprise
BEN-014835,Kaduna,Light Manufacturing,Male,36-50,Self-Employed
BEN-014836,Bauchi,Tech & Services,Female,26-35,Self-Employed
BEN-014837,Rivers,Healthcare,Male,36-50,Self-Employed
BEN-014838,FCT,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014839,Oyo,Light Manufacturing,Male,26-35,Self-Employed
BEN-014840,Kano,Agriculture,Female,36-50,Micro-Enterprise
BEN-014841,Kaduna,Light Manufacturing,Female,26-35,Formal Sector
BEN-014842,Katsina,Healthcare,Female,26-35,Self-Employed
BEN-014843,Rivers,Agriculture,Male,18-25,Self-Employed
BEN-014844,Enugu,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014845,Bauchi,Agriculture,Male,26-35,Self-Employed
BEN-014846,Kaduna,Agriculture,Male,36-50,Self-Employed
BEN-014847,Nasarawa,Retail Trade,Male,26-35,Self-Employed
BEN-014848,Bauchi,Retail Trade,Male,26-35,Self-Employed
BEN-014849,Kaduna,Light Manufacturing,Male,50+,Self-Employed
BEN-014850,Kaduna,Agriculture,Female,50+,Self-Employed
BEN-014851,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-014852,Bauchi,Tech & Services,Female,18-25,Micro-Enterprise
BEN-014853,Oyo,Healthcare,Male,26-35,Self-Employed
BEN-014854,Kano,Healthcare,Male,26-35,Self-Employed
BEN-014855,Rivers,Light Manufacturing,Male,26-35,Self-Employed
BEN-014856,Oyo,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-014857,Bauchi,Healthcare,Male,26-35,Self-Employed
BEN-014858,Oyo,Agriculture,Female,36-50,Micro-Enterprise
BEN-014859,Bauchi,Light Manufacturing,Female,26-35,Self-Employed
BEN-014860,Kano,Agriculture,Male,36-50,Self-Employed
BEN-014861,Bauchi,Light Manufacturing,Male,26-35,Self-Employed
BEN-014862,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014863,Kano,Healthcare,Female,26-35,Micro-Enterprise
BEN-014864,Katsina,Tech & Services,Male,26-35,Self-Employed
BEN-014865,Bauchi,Tech & Services,Female,50+,Micro-Enterprise
BEN-014866,Rivers,Agriculture,Female,26-35,Self-Employed
BEN-014867,Bauchi,Agriculture,Female,26-35,Self-Employed
BEN-014868,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-014869,FCT,Healthcare,Male,50+,Micro-Enterprise
BEN-014870,FCT,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014871,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-014872,Oyo,Healthcare,Male,36-50,Self-Employed
BEN-014873,Kaduna,Agriculture,Female,36-50,Self-Employed
BEN-014874,Kaduna,Agriculture,Male,50+,Self-Employed
BEN-014875,Kano,Retail Trade,Male,18-25,Self-Employed
BEN-014876,Enugu,Healthcare,Female,18-25,Formal Sector
BEN-014877,Lagos,Tech & Services,Female,26-35,Self-Employed
BEN-014878,Enugu,Retail Trade,Male,36-50,Self-Employed
BEN-014879,Rivers,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-014880,Enugu,Tech & Services,Male,18-25,Self-Employed
BEN-014881,Kano,Light Manufacturing,Male,18-25,Micro-Enterprise
BEN-014882,Rivers,Light Manufacturing,Female,18-25,Formal Sector
BEN-014883,Katsina,Light Manufacturing,Male,26-35,Self-Employed
BEN-014884,Kaduna,Retail Trade,Female,26-35,Formal Sector
BEN-014885,Kano,Retail Trade,Male,26-35,Self-Employed
BEN-014886,FCT,Healthcare,Male,50+,Micro-Enterprise
BEN-014887,Kano,Agriculture,Female,36-50,Self-Employed
BEN-014888,FCT,Tech & Services,Female,18-25,Micro-Enterprise
BEN-014889,Kano,Retail Trade,Female,18-25,Micro-Enterprise
BEN-014890,Kano,Retail Trade,Female,36-50,Self-Employed
BEN-014891,FCT,Healthcare,Male,26-35,Self-Employed
BEN-014892,Nasarawa,Agriculture,Male,26-35,Self-Employed
BEN-014893,Lagos,Agriculture,Male,26-35,Micro-Enterprise
BEN-014894,Enugu,Retail Trade,Male,50+,Self-Employed
BEN-014895,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-014896,Nasarawa,Light Manufacturing,Female,50+,Micro-Enterprise
BEN-014897,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014898,FCT,Light Manufacturing,Male,26-35,Self-Employed
BEN-014899,Bauchi,Agriculture,Female,26-35,Self-Employed
BEN-014900,FCT,Tech & Services,Female,36-50,Self-Employed
BEN-014901,Kaduna,Healthcare,Male,26-35,Self-Employed
BEN-014902,FCT,Agriculture,Male,26-35,Self-Employed
BEN-014903,FCT,Agriculture,Male,26-35,Micro-Enterprise
BEN-014904,Rivers,Retail Trade,Female,18-25,Self-Employed
BEN-014905,FCT,Healthcare,Female,50+,Self-Employed
BEN-014906,Enugu,Light Manufacturing,Female,26-35,Self-Employed
BEN-014907,Oyo,Healthcare,Female,50+,Micro-Enterprise
BEN-014908,Nasarawa,Healthcare,Female,50+,Micro-Enterprise
BEN-014909,Oyo,Agriculture,Male,26-35,Self-Employed
BEN-014910,FCT,Agriculture,Female,18-25,Formal Sector
BEN-014911,Kaduna,Retail Trade,Female,26-35,Self-Employed
BEN-014912,Lagos,Light Manufacturing,Male,50+,Self-Employed
BEN-014913,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014914,Kano,Retail Trade,Female,26-35,Self-Employed
BEN-014915,Kano,Healthcare,Male,50+,Self-Employed
BEN-014916,FCT,Tech & Services,Male,26-35,Formal Sector
BEN-014917,FCT,Retail Trade,Female,36-50,Self-Employed
BEN-014918,Kano,Tech & Services,Female,26-35,Self-Employed
BEN-014919,Kano,Tech & Services,Male,36-50,Self-Employed
BEN-014920,FCT,Light Manufacturing,Female,26-35,Self-Employed
BEN-014921,Nasarawa,Healthcare,Male,50+,Micro-Enterprise
BEN-014922,Bauchi,Agriculture,Male,26-35,Self-Employed
BEN-014923,Kano,Tech & Services,Female,18-25,Micro-Enterprise
BEN-014924,Kaduna,Retail Trade,Male,26-35,Micro-Enterprise
BEN-014925,Oyo,Light Manufacturing,Female,18-25,Micro-Enterprise
BEN-014926,Oyo,Agriculture,Male,26-35,Micro-Enterprise
BEN-014927,Kaduna,Agriculture,Female,36-50,Micro-Enterprise
BEN-014928,Enugu,Agriculture,Male,26-35,Self-Employed
BEN-014929,Lagos,Light Manufacturing,Female,26-35,Self-Employed
BEN-014930,Lagos,Healthcare,Male,36-50,Self-Employed
BEN-014931,Rivers,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014932,Kaduna,Light Manufacturing,Female,26-35,Micro-Enterprise
BEN-014933,Kaduna,Retail Trade,Female,36-50,Formal Sector
BEN-014934,Kano,Light Manufacturing,Female,26-35,Self-Employed
BEN-014935,Enugu,Retail Trade,Male,50+,Self-Employed
BEN-014936,Kaduna,Tech & Services,Male,36-50,Micro-Enterprise
BEN-014937,Lagos,Healthcare,Female,26-35,Self-Employed
BEN-014938,Kano,Light Manufacturing,Female,26-35,Self-Employed
BEN-014939,Lagos,Healthcare,Male,36-50,Self-Employed
BEN-014940,Kano,Agriculture,Male,26-35,Self-Employed
BEN-014941,Kano,Light Manufacturing,Male,50+,Self-Employed
BEN-014942,Kaduna,Healthcare,Female,26-35,Micro-Enterprise
BEN-014943,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-014944,Lagos,Agriculture,Male,36-50,Self-Employed
BEN-014945,Kano,Light Manufacturing,Male,18-25,Self-Employed
BEN-014946,Katsina,Retail Trade,Male,50+,Micro-Enterprise
BEN-014947,Kano,Agriculture,Male,50+,Self-Employed
BEN-014948,FCT,Tech & Services,Male,18-25,Micro-Enterprise
BEN-014949,Bauchi,Light Manufacturing,Male,36-50,Self-Employed
BEN-014950,Oyo,Healthcare,Female,36-50,Micro-Enterprise
BEN-014951,Katsina,Healthcare,Male,36-50,Self-Employed
BEN-014952,Kaduna,Light Manufacturing,Female,26-35,Self-Employed
BEN-014953,Kano,Tech & Services,Female,26-35,Micro-Enterprise
BEN-014954,Kano,Retail Trade,Female,26-35,Micro-Enterprise
BEN-014955,Kaduna,Light Manufacturing,Female,36-50,Self-Employed
BEN-014956,Kaduna,Retail Trade,Female,50+,Micro-Enterprise
BEN-014957,FCT,Retail Trade,Female,26-35,Self-Employed
BEN-014958,Enugu,Retail Trade,Male,36-50,Micro-Enterprise
BEN-014959,FCT,Healthcare,Female,36-50,Micro-Enterprise
BEN-014960,Rivers,Retail Trade,Female,50+,Self-Employed
BEN-014961,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014962,Enugu,Retail Trade,Female,50+,Self-Employed
BEN-014963,Bauchi,Retail Trade,Male,36-50,Micro-Enterprise
BEN-014964,Kano,Healthcare,Male,26-35,Self-Employed
BEN-014965,Oyo,Light Manufacturing,Female,26-35,Formal Sector
BEN-014966,Enugu,Agriculture,Female,50+,Self-Employed
BEN-014967,Kaduna,Retail Trade,Male,26-35,Self-Employed
BEN-014968,FCT,Retail Trade,Female,18-25,Formal Sector
BEN-014969,FCT,Healthcare,Male,26-35,Micro-Enterprise
BEN-014970,Kaduna,Agriculture,Male,50+,Self-Employed
BEN-014971,FCT,Healthcare,Male,26-35,Self-Employed
BEN-014972,Oyo,Healthcare,Male,36-50,Self-Employed
BEN-014973,Kano,Agriculture,Female,26-35,Self-Employed
BEN-014974,Kano,Healthcare,Female,26-35,Self-Employed
BEN-014975,Bauchi,Light Manufacturing,Male,26-35,Micro-Enterprise
BEN-014976,FCT,Healthcare,Female,36-50,Self-Employed
BEN-014977,Nasarawa,Agriculture,Female,50+,Self-Employed
BEN-014978,Enugu,Agriculture,Female,26-35,Self-Employed
BEN-014979,Kaduna,Agriculture,Male,18-25,Self-Employed
BEN-014980,Oyo,Agriculture,Male,36-50,Self-Employed
BEN-014981,FCT,Healthcare,Male,50+,Micro-Enterprise
BEN-014982,Lagos,Retail Trade,Male,50+,Self-Employed
BEN-014983,Enugu,Retail Trade,Male,26-35,Self-Employed
BEN-014984,Kano,Tech & Services,Male,26-35,Self-Employed
BEN-014985,Enugu,Agriculture,Female,26-35,Self-Employed
BEN-014986,Kaduna,Agriculture,Female,50+,Formal Sector
BEN-014987,Kaduna,Healthcare,Female,26-35,Self-Employed
BEN-014988,Nasarawa,Healthcare,Female,36-50,Self-Employed
BEN-014989,Kaduna,Tech & Services,Male,26-35,Self-Employed
BEN-014990,Kaduna,Tech & Services,Female,36-50,Micro-Enterprise
BEN-014991,Enugu,Light Manufacturing,Female,26-35,Self-Employed
BEN-014992,Kaduna,Agriculture,Female,26-35,Self-Employed
